,time,content,anger,positivity
5084, 2019-11-25 06:42," ""Democrats going back to their Districts for Thanksgiving are getting absolutely hammered by their constituents over the phony Impeachment Scam. Republicans will have a great #2020 Election!""",0.16666666666666666,0.16666666666666666
5086, 2019-11-25 20:25," ""“President Trump is facing a process which is unprecedented for its unfairness.” Sam Dewey""",0.16666666666666666,0.16666666666666666
5087, 2019-11-25 22:56," ""“The Democrats are getting hit and slammed on Impeachment. It is getting less and less popular by the day.” @kilmeade @foxandfriends""",0.25,0.0
5091, 2019-11-26 09:05," ""RT @WhiteHouse: President @realDonaldTrump just signed the Preventing Animal Cruelty and Torture (PACT) Act into law—which makes it a Federal crime to engage in animal crushing. https://t.co/pqYKamPGFZ""",0.3333333333333333,0.08333333333333333
5094, 2019-11-26 12:54," ""RT @EricTrump: Great job ⁦@realDonaldTrump⁩ and ⁦@LaraLeaTrump⁩!   Donald Trump signs animal cruelty bill targeting 'heinous and sadistic' animal 'crush' videos | Daily Mail Online https://t.co/Uz3kb9XbWv""",0.1,0.1
5100, 2019-11-26 20:44," ""RT @DailyCaller: Adam Schiff Challenger Jennifer Barbosa Attacks Him For Chasing Impeachment While Allegedly Ignoring Homeless People In California District https://t.co/V28tZ1qp7V""",0.25,0.0
5112, 2019-11-28 06:06," ""People now realize it is a Democrat Hoax! https://t.co/6O3lFa2wU7""",0.3333333333333333,0.0
5113, 2019-11-28 06:11," ""95% Approval Rating in the Republican Party. Thank you!""",0.25,0.25
5123, 2019-12-01 07:11," ""Thank you to @BuckMcNeely1 and Oliver North for the nice words and thoughts in an excellent interview. Best wishes!""",0.25,0.25
5126, 2019-12-01 07:27," ""Robert Johnson knows business &amp; politics. He also understands lowest African American Unemployment in U.S. history! https://t.co/NalNOFG53T""",0.25,0.0
5127, 2019-12-01 07:43," ""Nancy Pelosi won’t put it up for a vote. Has delayed it for 6 months. See you in #2020! https://t.co/lOrWm9u10r""",0.3333333333333333,0.3333333333333333
5134, 2019-12-03 00:02," ""Heading to Europe to represent our Country and fight hard for the American People while the Do Nothing Democrats purposely scheduled an Impeachment Hoax hearing on the same date as NATO. Not nice! https://t.co/LCXYhoOWF6""",0.2222222222222222,0.0
5135, 2019-12-03 00:47," ""Thank you to Great Republican @SenJohnKennedy for the job he did in representing both the Republican Party and myself against Sleepy Eyes Chuck Todd on Meet the Depressed!""",0.1111111111111111,0.1111111111111111
5143, 2019-12-03 20:40," ""RT @willchamberlain: Looks like @DevinNunes and his team did some excellent work here  This is a robust defense of President Trump  Read the Republican Report on the Impeachment Inquiry https://t.co/wBo0WetKbO""",0.08333333333333333,0.41666666666666663
5148, 2019-12-04 07:19," ""RT @VP: What’s happening on Capitol Hill is a disgrace and the fact that it’s happening during a @NATO Conference in London is a disservice to the American people and the United States. https://t.co/0uOzRfbdpk""",0.2,0.1
5149, 2019-12-04 07:20," ""RT @GOP: “We’re working on the USMCA. We're trying to get Nancy Pelosi to put it up for a vote… It's a great deal for everybody. So hopefully they can get it done and get it done fast.” -@realDonaldTrump https://t.co/S3TgpNQrAe""",0.25,0.75
5150, 2019-12-04 07:25," ""Too bad. We will miss you Kamala! https://t.co/QQd9SiFc0y""",0.5,0.0
5159, 2019-12-05 04:56," ""RT @SteveScalise: WATCH → Legal expert testifying before Nadler's Judiciary Committee says this would be the first impeachment in history without compelling evidence of a crime and that the record is inadequate to impeach a President. https://t.co/TfkR6DSJbD""",0.07142857142857142,0.2857142857142857
5161, 2019-12-05 04:57," ""RT @KenCalvert: House Democrats have brought Congress to a standstill with their impeachment obsession.  ❌ Passage of #USMCA ❌ Lower Drug Prices ❌ Infrastructure Reform ❌ Bipartisan Election Security  ❌ Full Year Appropriations Bills""",0.07692307692307693,0.15384615384615385
5163, 2019-12-05 05:15," ""RT @GOPoversight: .@RepMattGaetz just brought the house down.   When will Democrats bring in witnesses with actual first-hand knowledge of @RepAdamSchiff's sham #impeachment report?   We'll be waiting. https://t.co/Lx6tk2W0rn""",0.1111111111111111,0.2222222222222222
5165, 2019-12-05 07:53," ""RT @RepArmstrongND: Today has been like everything else in the sham impeachment - purposely misleading and not based on the facts. The facts:   ➡️ No mention of 2020 or military aid on the call.  ➡️ Pres. Zelensky has said 3 times there was no quid pro quo and no pressure.  ➡️ The aid was released. https://t.co/0EJx8Pug9l""",0.13333333333333333,0.26666666666666666
5166, 2019-12-05 08:01," ""RT @CongressmanHice: .@HouseDemocrats have thrown every accusation at @POTUS @realdonaldtrump they can conjure:   — Russian collusion — Obstruction of justice — Quid pro quo  — Bribery — Witness intimidation — High crimes and misdemeanors — Violating the emolument’s clause  All false...what's next?""",0.2727272727272727,0.09090909090909091
5168, 2019-12-05 11:34," ""RT @SharplyRight: Matt Gaetz is an ABSOLUTE BOSS as he destroys the impeachment witnesses over Democratic donations and bias and slams professor's dig at Barron Trump. https://t.co/JMXDrbf9uw #FoxNews""",0.14285714285714285,0.2857142857142857
5170, 2019-12-05 11:35," ""RT @SKennedy1979: Thank you ⁦@RepMattGaetz⁩ for keeping these partisan hacks in check! Somebody has to..no decorum and an absolute free for all right now. I’m so angry.  ⁦@realDonaldTrump⁩ #kag  Matt Gaetz grills impeachment witnesses over Democratic donations  https://t.co/1aM763Bz3z""",0.14285714285714285,0.14285714285714285
5173, 2019-12-05 19:26," ""RT @HouseGOP: House Democrats continue to waste the American people’s time with their impeachment sham.…   ❌ Passing #USMCAnow ❌ Securing our border ❌ Lowering drug prices ❌ Addressing our crumbling infrastructure   Impeachment is their ONLY priority.""",0.07142857142857142,0.07142857142857142
5176, 2019-12-05 23:11," ""....This will mean that the beyond important and seldom used act of Impeachment will be used routinely to attack future Presidents. That is not what our Founders had in mind. The good thing is that the Republicans have NEVER been more united. We will win!""",0.1,0.30000000000000004
5178, 2019-12-06 01:38," ""Republican Approval Rating = 95%. Thank you!""",0.3333333333333333,0.3333333333333333
5181, 2019-12-06 11:32," ""Where’s the Fake Whistleblower? Where’s Whistleblower number 2? Where’s the phony informer who got it all wrong?""",0.2,0.0
5184, 2019-12-06 20:46," ""RT @parscale: The Democrats are right about one thing - someone did abuse their power.  But it's not @RealDonaldTrump.   It's THEM. Their impeachment sham is a #JerryRigged #SchiffShow https://t.co/D3zHECp0wr""",0.5,0.0
5185, 2019-12-06 20:47," ""RT @IngrahamAngle: A GREAT DAY for @realdonaldtrump. Terrible day for House of Representatives.""",0.25,0.0
5189, 2019-12-07 07:39," ""....will temporarily hold off this designation and step up our joint efforts to deal decisively with these vicious and ever-growing organizations!""",0.14285714285714285,0.14285714285714285
5190, 2019-12-07 08:23," ""Fake News @CNN is reporting that I am “still using personal cell phone for calls despite repeated security warnings.” This is totally false information and reporting. I haven’t had a personal cell phone for years. Only use government approved and issued phones. Retract!""",0.058823529411764705,0.11764705882352941
5192, 2019-12-07 11:02," ""RT @GovRonDeSantis: I just spoke with President @realDonaldTrump regarding the shooting at NAS Pensacola and he reiterated his full support for our state during this tragedy. https://t.co/8jTM5usXhH""",0.16666666666666666,0.3333333333333333
5196, 2019-12-07 11:16," ""RT @GrahamLedger: LEDGER REGISTER: Will the partisan political impeachment inquiry of President Trump by the weaponized House of Representatives backfire on the Democrat party on election day 2020? To vote: https://t.co/uRF8EBikRW #ImpeachmentInquiry #Trump2020 #KAG #kagetalk""",0.07142857142857142,0.21428571428571427
5197, 2019-12-07 11:18," ""RT @newsmax: Trump economist Steve Moore tells Newsmax TV: Strong jobs data undercuts any impeachment argument https://t.co/2Nk3kFPaJN https://t.co/pwGcL3GAcd""",0.25,0.0
5199, 2019-12-07 11:38," ""RT @AP_Scoop: SPECIAL EPISODE with the brilliant @MZHemingway on the Russia Collusion Hoax and Kavanaugh.    Watch the full video: https://t.co/X8GHdagYKs  Listen to the podcast: https://t.co/fXsvit3qiP https://t.co/eaBmDxJRPO""",0.25,0.375
5200, 2019-12-07 11:39," ""RT @TomFitton: HUGE: Impeachment Abuse Expands--Schiff Implicated in Phone Records Spying Misconduct; COUP Against @RealDonaldTrump Can Still Be Stopped In House; FBI 'Finds' Clinton Emails; PLUS @JudicialWatch Sues For Ukraine Coup Corruption Info. BIG Update: https://t.co/QbqmuP51jw https://t.co/96swAuk47O""",0.2727272727272727,0.0
5201, 2019-12-07 11:42," ""RT @TomFitton: FBI has now lost TWICE in federal court in its scheming to hide FBI-Clinton gang conspiracy to try to destroy  @realDonaldTrump. Why is Director Wray allowing the corrupt cover up the FBI’s Russiagate collusion with the Clinton gang? https://t.co/B9cqFXhu9J https://t.co/GEmdUecYE2""",0.36363636363636365,0.09090909090909091
5202, 2019-12-07 11:43," ""RT @TomFitton: Impeachment coup should be frozen until a full investigation is done on Schiff's abuse of power against @RealDonaldTrump in secretly obtaining and then publishing the phone records of American citizens. https://t.co/IfKuaRqdnX""",0.25,0.125
5205, 2019-12-08 05:12," ""RT @KimStrassel: From my new column: “There does not appear to be any basis to believe that a congressional committee is authorized to subpoena telephone records directly from a provider...' says former Attorney General Michael Mukasey.  https://t.co/HXL88PVQMs via @WSJ""",0.1,0.30000000000000004
5206, 2019-12-08 05:13," ""RT @KimStrassel: @WSJ Also from my column: Constitutional lawyer David Rivkin makes the case that Schiff has opened himself up lawsuits from targets of these subpoenas.""",0.25,0.25
5207, 2019-12-08 05:13," ""RT @KimStrassel: I wondered how long it would be before media rushed to defend Schiff's indefensible subpoenas and intimidation of the media. Didn't take long... (Although this is hilariously weak tea.) https://t.co/bnoRx6DGKQ via @thedailybeast""",0.125,0.125
5208, 2019-12-08 05:14," ""RT @KimStrassel: 1) Still waiting for my fellow members of the media to express their deep outrage and alarm that Intelligence Chair Schiff snooped thru and published phone records of member of the free press. The silence is deafening.""",0.07692307692307693,0.15384615384615385
5211, 2019-12-09 03:45," ""RT @DanScavino: “THE DEMOCRATS ARE LOSING IT” @JesseBWatters @WattersWorld  https://t.co/PUZo1LKLhg""",1.0,0.0
5216, 2019-12-09 04:16," ""“I think the Democrats are going to lose many members over this.” @DebbieLesko @edhenry""",1.0,0.0
5218, 2019-12-09 04:21," ""RT @thehill: Ted Cruz blasts Trump impeachment inquiry as a 'kangaroo court' https://t.co/lvtQpTLD0r https://t.co/2DwZO1s9UF""",0.16666666666666666,0.16666666666666666
5220, 2019-12-09 04:27," ""RT @AndrewPollackFL: Thank you ⁦@mattgaetz⁩ for calling the Pensacola shooting for what it is:  Terrorism.  This should have never happened and cannot be allowed to happen again! https://t.co/Jdv4QvKjZ1""",0.4,0.0
5221, 2019-12-09 04:27," ""RT @AndrewPollackFL: Incredibly dangerous &amp; reckless policies led to my daughter being murdered on the 3rd floor of her high school in Parkland.  These same policies are found inside schools across the country.  It’s time to expose it all &amp; #FixIt!  Get a copy of my book at: https://t.co/95QzjWn7Kw https://t.co/6sxsJEikiv""",0.07692307692307693,0.15384615384615385
5224, 2019-12-09 05:16," ""RT @WarRoom2020: Trump Trounces Obama Approval Rating at Same Point of Presidencies  #WarRoomImpeachment https://t.co/duUE7N9D5p""",0.25,0.25
5229, 2019-12-09 05:44," ""RT @DavidRivkin: The 'whistleblower' does not have a right to anonymity; at best he would be protected against retaliation in employment. Anyway I doubt he qualifies as a whistleblower.  https://t.co/8ueupMY75G""",0.25,0.0
5230, 2019-12-09 06:52," ""What he did is illegal. Schiff is a corrupt politician and a criminal! https://t.co/uLzJY5MjW3""",0.5,0.0
5236, 2019-12-09 07:07," ""RT @JudgeJeanine: House Freedom Caucus Chairman @RepAndyBiggsAZ and Congressman @replouiegohmert joined me to discuss the latest round of impeachment hearings and their outrage over what the Democrats have been doing. Take a look: https://t.co/5GSZyFf5iD""",0.1,0.30000000000000004
5237, 2019-12-09 07:14," ""RT @SteveScalise: Every scam Dems have run against @realDonaldTrump—from Mueller to bribery—has failed.  They have no case for impeachment.  Public opinion has turned against their games.  But they're panicked Trump will get re-elected. So they're rushing political impeachment.  It's all politics. https://t.co/TMMuh7gN3U""",0.125,0.125
5238, 2019-12-09 07:17," ""RT @Jim_Jordan: Did @RepAdamSchiff mislead the American people AGAIN?  https://t.co/GOnVlzCsRW""",0.5,0.0
5242, 2019-12-09 07:19," ""RT @DevinNunes: Dems busted again on their Watergate fantasies... with ⁦@marthamaccallum⁩ https://t.co/x9RlLvLAOe""",1.0,0.0
5243, 2019-12-09 07:20," "".CNN is a ratings disaster. Lost all credibility! https://t.co/SKnLFNTGzU""",0.3333333333333333,0.3333333333333333
